internal_id,entity,CID,has_smiles,degree
2847,CID25262792,CID25262792,True,6
2849,CID25263033,CID25263033,True,1
2850,CID25265312,CID25265312,True,1
2852,CID253078,CID253078,True,1
2853,CID2536,CID2536,True,4
2854,CID2540,CID2540,True,1
2858,CID2577,CID2577,True,2
2859,CID2578,CID2578,True,313
2862,CID259331,CID259331,True,1
2863,CID259846,CID259846,True,2
2865,CID260439,CID260439,True,1
2867,CID265237,CID265237,True,32
2868,CID26596,CID26596,True,1
2869,CID2662,CID2662,True,103
2871,CID26758,CID26758,True,1
2874,CID2682,CID2682,True,1
2875,CID26879,CID26879,True,240
2876,CID26964,CID26964,True,1
2877,CID2703,CID2703,True,2
2879,CID2713,CID2713,True,1
2880,CID2717,CID2717,True,2
2888,CID2724368,CID2724368,True,1
2890,CID2725002,CID2725002,True,2
2891,CID2725048,CID2725048,True,1
2893,CID2727,CID2727,True,1
2894,CID2729042,CID2729042,True,1
2896,CID2733525,CID2733525,True,114
2899,CID27400,CID27400,True,1
2902,CID27447,CID27447,True,1
2903,CID2746,CID2746,True,2
2906,CID27503,CID27503,True,2
2909,CID2756,CID2756,True,1
2910,CID2761171,CID2761171,True,2
2911,CID2762,CID2762,True,1
2913,CID2764,CID2764,True,1
2922,CID2797577,CID2797577,True,1
2923,CID2800,CID2800,True,6
2924,CID2800647,CID2800647,True,2
2925,CID2801,CID2801,True,1
2926,CID2803,CID2803,True,1
2927,CID28061,CID28061,True,1
2929,CID2812,CID2812,True,2
2930,CID2817763,CID2817763,True,1
2931,CID2819993,CID2819993,True,1
2932,CID2827646,CID2827646,True,1
2933,CID2828334,CID2828334,True,4
2935,CID285033,CID285033,True,10
2937,CID2882155,CID2882155,True,1
2938,CID2888648,CID2888648,True,2
2939,CID2893,CID2893,True,1
2940,CID2895,CID2895,True,1
2941,CID2900,CID2900,True,2
2942,CID2907,CID2907,True,113
2943,CID29112,CID29112,True,65
2944,CID2913,CID2913,True,1
2945,CID29243,CID29243,True,1
2947,CID2929,CID2929,True,1
2948,CID29327,CID29327,True,98
2949,CID2942,CID2942,True,55
2950,CID2950007,CID2950007,True,1
2952,CID2984337,CID2984337,True,1
2953,CID29971118,CID29971118,True,2
2954,CID29985980,CID29985980,True,1
2955,CID3000322,CID3000322,True,1
2957,CID3001055,CID3001055,True,1
2960,CID3003565,CID3003565,True,3
2962,CID3005572,CID3005572,True,16
2963,CID3006531,CID3006531,True,1
2964,CID3008319,CID3008319,True,2
2966,CID3009355,CID3009355,True,1
2967,CID3010818,CID3010818,True,3
2969,CID3019,CID3019,True,265
2971,CID3023,CID3023,True,1
2973,CID3025944,CID3025944,True,1
2974,CID3025961,CID3025961,True,2
2975,CID3025986,CID3025986,True,30
2976,CID3032,CID3032,True,1
2979,CID3032771,CID3032771,True,1
2980,CID3033050,CID3033050,True,2
2981,CID3033825,CID3033825,True,2
2984,CID3034034,CID3034034,True,270
2988,CID3037209,CID3037209,True,2
2989,CID3038,CID3038,True,225
2990,CID3038502,CID3038502,True,1
2991,CID3038517,CID3038517,True,1
2992,CID3038522,CID3038522,True,4
2993,CID3038525,CID3038525,True,3
2996,CID3045381,CID3045381,True,2
3000,CID3052775,CID3052775,True,1
3001,CID3055,CID3055,True,239
3002,CID3062316,CID3062316,True,187
3004,CID30751,CID30751,True,2
3007,CID3085326,CID3085326,True,1
3009,CID3100,CID3100,True,1
3010,CID3101542,CID3101542,True,1
3012,CID31072,CID31072,True,1
3014,CID3114,CID3114,True,9
3015,CID311434,CID311434,True,2
3016,CID3117,CID3117,True,296
3019,CID31239,CID31239,True,1
3021,CID31411,CID31411,True,20
3022,CID3151,CID3151,True,2
3023,CID31553,CID31553,True,2
3025,CID3157,CID3157,True,1
3028,CID3168,CID3168,True,1
3029,CID3169,CID3169,True,1
3035,CID3203,CID3203,True,1
3036,CID32169,CID32169,True,1
3037,CID3218,CID3218,True,2
3038,CID3220,CID3220,True,3
3048,CID3324,CID3324,True,4
3049,CID3326,CID3326,True,1
3050,CID3330,CID3330,True,28
3051,CID3331,CID3331,True,232
3053,CID3336,CID3336,True,9
3054,CID3339,CID3339,True,2
3061,CID33613,CID33613,True,1
3062,CID3362,CID3362,True,1
3064,CID3365,CID3365,True,2
3065,CID3366,CID3366,True,2
3067,CID3371,CID3371,True,1
3068,CID3372,CID3372,True,2
3069,CID3372016,CID3372016,True,1
3070,CID3373,CID3373,True,239
3071,CID3374,CID3374,True,1
3072,CID3378093,CID3378093,True,2
3077,CID3396,CID3396,True,8
3078,CID3397,CID3397,True,235
3079,CID3406,CID3406,True,243
3082,CID34312,CID34312,True,13
3083,CID34359,CID34359,True,1
3084,CID3440,CID3440,True,2
3085,CID344265,CID344265,True,3
3089,CID34633,CID34633,True,10
3094,CID3476,CID3476,True,3
3095,CID3476986,CID3476986,True,1
3096,CID3478,CID3478,True,4
3097,CID3488,CID3488,True,1
3099,CID3501,CID3501,True,1
3101,CID3503,CID3503,True,2
3102,CID3516,CID3516,True,1
3103,CID3519,CID3519,True,264
3109,CID3549,CID3549,True,1
3111,CID3559,CID3559,True,3
3112,CID356653,CID356653,True,98
3114,CID35802,CID35802,True,2
3115,CID358177,CID358177,True,10
3116,CID36294,CID36294,True,1
3119,CID3639,CID3639,True,3
3123,CID3654103,CID3654103,True,2
3126,CID36708,CID36708,True,31
3127,CID3672,CID3672,True,2
3128,CID3675,CID3675,True,1
3131,CID36811,CID36811,True,1
3134,CID3690,CID3690,True,99
3136,CID3702,CID3702,True,2
3137,CID3712,CID3712,True,1
3139,CID37392,CID37392,True,70
3140,CID37393,CID37393,True,311
3141,CID374536,CID374536,True,2
3143,CID3749,CID3749,True,1
3144,CID3752,CID3752,True,1
3146,CID3760,CID3760,True,1
3149,CID3784,CID3784,True,10
3150,CID379077,CID379077,True,1
3151,CID3795,CID3795,True,2
3155,CID3825,CID3825,True,1
3156,CID3825829,CID3825829,True,1
3158,CID3827,CID3827,True,2
3164,CID3883,CID3883,True,251
3167,CID38911,CID38911,True,41
3171,CID39186,CID39186,True,10
3172,CID3922,CID3922,True,3
3175,CID393111,CID393111,True,1
3176,CID3932,CID3932,True,11
3177,CID3938007,CID3938007,True,1
3179,CID3948,CID3948,True,2
3181,CID3955,CID3955,True,239
3183,CID3957,CID3957,True,1
3185,CID3973,CID3973,True,3
3187,CID397888,CID397888,True,1
3188,CID398148,CID398148,True,4
3190,CID399465,CID399465,True,1
3191,CID4006,CID4006,True,2
3194,CID4008,CID4008,True,30
3196,CID4021,CID4021,True,2
3198,CID4032,CID4032,True,224
3199,CID4033,CID4033,True,1
3201,CID4037,CID4037,True,266
3202,CID4044,CID4044,True,1
3204,CID405012,CID405012,True,2
3205,CID4054,CID4054,True,237
3206,CID4055,CID4055,True,3
3210,CID40632,CID40632,True,1
3212,CID4068248,CID4068248,True,1
3216,CID40854,CID40854,True,2
3219,CID409805,CID409805,True,2
3222,CID41022,CID41022,True,11
3223,CID4107,CID4107,True,1
3224,CID41114,CID41114,True,1
3225,CID4114,CID4114,True,104
3227,CID4122,CID4122,True,4
3228,CID4139,CID4139,True,2
3230,CID41684,CID41684,True,253
3231,CID4170,CID4170,True,2
3233,CID4173,CID4173,True,230
3235,CID41781,CID41781,True,1
3237,CID41867,CID41867,True,1
3242,CID4205,CID4205,True,4
3243,CID4210951,CID4210951,True,1
3245,CID4212,CID4212,True,351
3246,CID4216,CID4216,True,1
3250,CID4248455,CID4248455,True,1
3251,CID4259181,CID4259181,True,4
3254,CID42609626,CID42609626,True,1
3255,CID42609849,CID42609849,True,1
3258,CID42623900,CID42623900,True,2
3259,CID42623951,CID42623951,True,1
3260,CID42627755,CID42627755,True,1
3261,CID42628503,CID42628503,True,2
3263,CID42640,CID42640,True,1
3264,CID42642645,CID42642645,True,3
3266,CID42642654,CID42642654,True,1
3268,CID43116,CID43116,True,2
3270,CID4331799,CID4331799,True,1
3272,CID43815,CID43815,True,2
3273,CID439246,CID439246,True,2
3274,CID439260,CID439260,True,1
3275,CID439280,CID439280,True,2
3278,CID439518,CID439518,True,1
3279,CID439533,CID439533,True,2
3280,CID439647,CID439647,True,6
3281,CID439693,CID439693,True,226
3282,CID4409,CID4409,True,1
3283,CID44093,CID44093,True,1
3285,CID4410,CID4410,True,1
3287,CID441130,CID441130,True,1
3288,CID441140,CID441140,True,1
3292,CID4413,CID4413,True,1
3294,CID441302,CID441302,True,1
3295,CID441307,CID441307,True,1
3298,CID441325,CID441325,True,11
3301,CID441344,CID441344,True,1
3303,CID441351,CID441351,True,2
3305,CID441361,CID441361,True,21
3308,CID44139710,CID44139710,True,2
3311,CID44143209,CID44143209,True,2
3312,CID44143370,CID44143370,True,1
3314,CID44156902,CID44156902,True,24
3315,CID44156921,CID44156921,True,2
3316,CID4418,CID4418,True,8
3318,CID44181686,CID44181686,True,1
3320,CID44182398,CID44182398,True,2
3321,CID44187,CID44187,True,1
3322,CID44187362,CID44187362,True,3
3323,CID44187953,CID44187953,True,1
3324,CID44191096,CID44191096,True,1
3326,CID44195701,CID44195701,True,2
3327,CID44199317,CID44199317,True,1
3328,CID442021,CID442021,True,1
3329,CID44205240,CID44205240,True,1
3331,CID442088,CID442088,True,1
3332,CID4421,CID4421,True,1
3333,CID44219749,CID44219749,True,5
3335,CID44225877,CID44225877,True,2
3336,CID44237094,CID44237094,True,1
3337,CID44240850,CID44240850,True,3
3338,CID442424,CID442424,True,2
3339,CID442428,CID442428,True,1
3340,CID442439,CID442439,True,1
3342,CID44247466,CID44247466,True,1
3344,CID442514,CID442514,True,2
3345,CID44251605,CID44251605,True,4
3346,CID442534,CID442534,True,2
3349,CID442972,CID442972,True,1
3353,CID443354,CID443354,True,3
3355,CID443390,CID443390,True,30
3356,CID44341259,CID44341259,True,2
3360,CID443867,CID443867,True,1
3362,CID443873,CID443873,True,1
3365,CID443939,CID443939,True,102
3370,CID444020,CID444020,True,1
3371,CID444025,CID444025,True,1
3372,CID444030,CID444030,True,1
3375,CID44403842,CID44403842,True,98
3376,CID44404825,CID44404825,True,1
3381,CID44462758,CID44462758,True,2
3382,CID44462760,CID44462760,True,37
3383,CID444679,CID444679,True,3
3384,CID44469321,CID44469321,True,96
3386,CID44475014,CID44475014,True,2
3387,CID444795,CID444795,True,105
3388,CID44480399,CID44480399,True,2
3389,CID44483163,CID44483163,True,1
3390,CID445154,CID445154,True,3
3393,CID44543605,CID44543605,True,3
3394,CID44545852,CID44545852,True,3
3395,CID44551660,CID44551660,True,12
3397,CID445643,CID445643,True,244
3400,CID44592366,CID44592366,True,1
3401,CID44595079,CID44595079,True,1
3405,CID44603533,CID44603533,True,2
3406,CID4460695,CID4460695,True,1
3408,CID44607530,CID44607530,True,4
3409,CID44607531,CID44607531,True,2
3414,CID446378,CID446378,True,121
3417,CID446727,CID446727,True,1
3418,CID446738,CID446738,True,1
3419,CID446987,CID446987,True,226
3421,CID447077,CID447077,True,45
3424,CID4474,CID4474,True,25
3425,CID4477,CID4477,True,279
3426,CID447865,CID447865,True,1
3427,CID447905,CID447905,True,2
3429,CID447966,CID447966,True,1
3430,CID448013,CID448013,True,37
3431,CID448014,CID448014,True,1
3432,CID448042,CID448042,True,3
3433,CID448055,CID448055,True,2
3434,CID44814409,CID44814409,True,1
3435,CID44828492,CID44828492,True,1
3436,CID4485,CID4485,True,1
3437,CID448537,CID448537,True,2
3438,CID448545,CID448545,True,2
3440,CID448601,CID448601,True,2
3442,CID4488,CID4488,True,3
3444,CID448949,CID448949,True,1
3445,CID448991,CID448991,True,3
3446,CID449035,CID449035,True,2
3447,CID449054,CID449054,True,4
3449,CID449171,CID449171,True,24
3450,CID449193,CID449193,True,2
3453,CID449381,CID449381,True,232
3455,CID4495,CID4495,True,2
3456,CID4497,CID4497,True,1
3460,CID45101433,CID45101433,True,1
3461,CID4513,CID4513,True,235
3462,CID45139106,CID45139106,True,3
3465,CID4521392,CID4521392,True,3
3467,CID45270144,CID45270144,True,1
3469,CID453548,CID453548,True,2
3471,CID45375887,CID45375887,True,1
3474,CID454194,CID454194,True,1
3478,CID456214,CID456214,True,2
3480,CID4566,CID4566,True,1
3482,CID45784923,CID45784923,True,1
3485,CID4594,CID4594,True,3
3486,CID45942672,CID45942672,True,1
3487,CID4595,CID4595,True,1
3488,CID459617,CID459617,True,1
3489,CID4601,CID4601,True,1
3490,CID460612,CID460612,True,2
3491,CID461399,CID461399,True,4
3495,CID46180666,CID46180666,True,2
3496,CID46184986,CID46184986,True,2
3497,CID46188928,CID46188928,True,25
3498,CID46189838,CID46189838,True,2
3501,CID46199207,CID46199207,True,3
3502,CID46199646,CID46199646,True,1
3505,CID4621,CID4621,True,1
3506,CID46213929,CID46213929,True,5
3508,CID46215462,CID46215462,True,1
3510,CID46216556,CID46216556,True,2
3511,CID46216796,CID46216796,True,4
3512,CID4622,CID4622,True,1
3513,CID46220502,CID46220502,True,27
3514,CID46224413,CID46224413,True,1
3515,CID46224516,CID46224516,True,2
3516,CID46232606,CID46232606,True,1
3519,CID46239015,CID46239015,True,52
3520,CID46241268,CID46241268,True,2
3522,CID46244454,CID46244454,True,1
3523,CID46245047,CID46245047,True,2
3524,CID46245328,CID46245328,True,2
3526,CID4634,CID4634,True,1
3527,CID4636,CID4636,True,2
3531,CID4659569,CID4659569,True,2
3533,CID4674,CID4674,True,257
3534,CID46742353,CID46742353,True,1
3535,CID4679,CID4679,True,2
3537,CID46832368,CID46832368,True,4
3540,CID46843772,CID46843772,True,3
3541,CID46843906,CID46843906,True,2
3543,CID46866705,CID46866705,True,2
3544,CID46870258,CID46870258,True,2
3546,CID46883536,CID46883536,True,2
3547,CID46885626,CID46885626,True,4
3550,CID46909588,CID46909588,True,1
3552,CID46911228,CID46911228,True,1
3553,CID46911863,CID46911863,True,3
3556,CID46918825,CID46918825,True,1
3557,CID46925884,CID46925884,True,2
3558,CID46926062,CID46926062,True,1
3561,CID46927888,CID46927888,True,3
3562,CID46930984,CID46930984,True,1
3563,CID46930992,CID46930992,True,3
3564,CID46930998,CID46930998,True,1
3566,CID46931953,CID46931953,True,1
3567,CID46933992,CID46933992,True,2
3568,CID46934289,CID46934289,True,1
3569,CID46940575,CID46940575,True,1
3570,CID46943432,CID46943432,True,3
3571,CID46944259,CID46944259,True,33
3572,CID470375,CID470375,True,1
3575,CID4713,CID4713,True,1
3576,CID47320,CID47320,True,3
3578,CID4746,CID4746,True,11
3581,CID47528,CID47528,True,1
3585,CID4768,CID4768,True,1
3586,CID476861,CID476861,True,3
3587,CID47751,CID47751,True,1
3588,CID4781,CID4781,True,1
3590,CID47812,CID47812,True,1
3592,CID47866,CID47866,True,1
3594,CID4788,CID4788,True,3
3595,CID47936,CID47936,True,1
3596,CID479503,CID479503,True,1
3597,CID4810,CID4810,True,2
3598,CID4823,CID4823,True,2
3599,CID4829,CID4829,True,1
3600,CID483477,CID483477,True,1
3606,CID4875,CID4875,True,1
3608,CID4881,CID4881,True,2
3609,CID4887,CID4887,True,2
3610,CID4888,CID4888,True,1
3614,CID4908,CID4908,True,1
3615,CID4908365,CID4908365,True,1
3618,CID4912,CID4912,True,236
3623,CID4922,CID4922,True,1
3624,CID492405,CID492405,True,7
3625,CID493027,CID493027,True,1
3626,CID4932,CID4932,True,1
3632,CID49769085,CID49769085,True,1
3633,CID49777740,CID49777740,True,1
3634,CID49784945,CID49784945,True,2
3635,CID4979942,CID4979942,True,1
3636,CID49803313,CID49803313,True,1
3637,CID49806720,CID49806720,True,3
3639,CID49830260,CID49830260,True,1
3640,CID49831008,CID49831008,True,1
3641,CID49831257,CID49831257,True,2
3645,CID49837968,CID49837968,True,2
3646,CID49841217,CID49841217,True,2
3647,CID49843509,CID49843509,True,1
3648,CID49843531,CID49843531,True,2
3653,CID49852229,CID49852229,True,2
3654,CID49852941,CID49852941,True,1
3655,CID49855250,CID49855250,True,4
3656,CID49864204,CID49864204,True,1
3657,CID49867926,CID49867926,True,1
3658,CID49867928,CID49867928,True,1
3659,CID49867930,CID49867930,True,3
3660,CID49867936,CID49867936,True,5
3662,CID4993,CID4993,True,22
3666,CID5018304,CID5018304,True,3
3672,CID5052,CID5052,True,1
3673,CID5056,CID5056,True,1
3675,CID5071,CID5071,True,4
3677,CID5078,CID5078,True,1
3679,CID50878566,CID50878566,True,1
3681,CID50905018,CID50905018,True,2
3682,CID50905713,CID50905713,True,4
3684,CID5092,CID5092,True,2
3685,CID50922675,CID50922675,True,1
3687,CID5094,CID5094,True,1
3688,CID50942,CID50942,True,1
3690,CID50985821,CID50985821,True,1
3691,CID51000408,CID51000408,True,1
3692,CID51001932,CID51001932,True,64
3693,CID51003603,CID51003603,True,2
3695,CID51033720,CID51033720,True,2
3696,CID51038269,CID51038269,True,2
3698,CID51040,CID51040,True,1
3699,CID51042438,CID51042438,True,24
3701,CID51081,CID51081,True,2
3702,CID51082,CID51082,True,1
3705,CID51346120,CID51346120,True,1
3706,CID51346455,CID51346455,True,4
3707,CID51358113,CID51358113,True,23
3711,CID5161,CID5161,True,1
3712,CID5163,CID5163,True,2
3714,CID5169,CID5169,True,3
3715,CID51712,CID51712,True,1
3718,CID517546,CID517546,True,255
3719,CID51755,CID51755,True,1
3720,CID5186,CID5186,True,1
3721,CID521106,CID521106,True,2
3722,CID5215,CID5215,True,1
3724,CID5277135,CID5277135,True,3
3726,CID5280343,CID5280343,True,3
3727,CID5280360,CID5280360,True,2
3728,CID5280373,CID5280373,True,2
3729,CID5280443,CID5280443,True,2
3730,CID5280445,CID5280445,True,1
3731,CID5280453,CID5280453,True,3
3734,CID5280569,CID5280569,True,2
3735,CID5280723,CID5280723,True,4
3739,CID5280863,CID5280863,True,1
3740,CID5280961,CID5280961,True,4
3742,CID5281025,CID5281025,True,1
3744,CID5281033,CID5281033,True,1
3745,CID5281034,CID5281034,True,1
3747,CID5281056,CID5281056,True,1
3748,CID5281064,CID5281064,True,1
3749,CID5281065,CID5281065,True,3
3752,CID5281068,CID5281068,True,1
3753,CID5281069,CID5281069,True,2
3754,CID5281078,CID5281078,True,14
3757,CID5281222,CID5281222,True,1
3758,CID5281304,CID5281304,True,2
3760,CID5281377,CID5281377,True,1
3761,CID5281417,CID5281417,True,1
3762,CID5281437,CID5281437,True,3
3763,CID5281511,CID5281511,True,1
3765,CID5281607,CID5281607,True,1
3766,CID5281613,CID5281613,True,4
3768,CID5281672,CID5281672,True,2
3769,CID5281673,CID5281673,True,1
3770,CID5281708,CID5281708,True,1
3771,CID5281718,CID5281718,True,3
3772,CID5281787,CID5281787,True,1
3773,CID5281807,CID5281807,True,1
3774,CID5281855,CID5281855,True,1
3775,CID5281884,CID5281884,True,2
3776,CID5281915,CID5281915,True,2
3777,CID5281929,CID5281929,True,1
3778,CID5282049,CID5282049,True,3
3779,CID5282054,CID5282054,True,1
3780,CID5282136,CID5282136,True,2
3781,CID5282138,CID5282138,True,1
3782,CID5282139,CID5282139,True,1
3784,CID5282226,CID5282226,True,1
3785,CID5282230,CID5282230,True,4
3786,CID5282379,CID5282379,True,3
3787,CID5282386,CID5282386,True,3
3788,CID5282402,CID5282402,True,1
3792,CID5282451,CID5282451,True,2
3793,CID5282455,CID5282455,True,1
3794,CID5282458,CID5282458,True,1
3796,CID5282481,CID5282481,True,2
3797,CID5282521,CID5282521,True,1
3798,CID5283066,CID5283066,True,1
3799,CID5283731,CID5283731,True,1
3800,CID5283820,CID5283820,True,4
3801,CID5284329,CID5284329,True,2
3803,CID5284360,CID5284360,True,1
3805,CID5284419,CID5284419,True,1
3807,CID5284443,CID5284443,True,1
3808,CID5284447,CID5284447,True,3
3809,CID5284452,CID5284452,True,1
3811,CID5284549,CID5284549,True,1
3812,CID5284583,CID5284583,True,236
3813,CID5284587,CID5284587,True,2
3819,CID5284631,CID5284631,True,2
3820,CID5287541,CID5287541,True,1
3822,CID5287792,CID5287792,True,3
3828,CID5289394,CID5289394,True,1
3829,CID5289418,CID5289418,True,1
3831,CID5291,CID5291,True,346
3832,CID52912189,CID52912189,True,3
3833,CID52912222,CID52912222,True,2
3834,CID52913813,CID52913813,True,1
3835,CID52934180,CID52934180,True,1
3837,CID52938427,CID52938427,True,1
3839,CID52947716,CID52947716,True,32
3840,CID52948550,CID52948550,True,1
3841,CID5310939,CID5310939,True,1
3842,CID5310966,CID5310966,True,233
3843,CID5310993,CID5310993,True,1
3844,CID5311,CID5311,True,423
3845,CID5311007,CID5311007,True,1
3846,CID5311027,CID5311027,True,2
3847,CID5311037,CID5311037,True,1
3848,CID5311066,CID5311066,True,2
3849,CID5311068,CID5311068,True,223
3851,CID5311180,CID5311180,True,2
3854,CID5311217,CID5311217,True,8
3858,CID5311345,CID5311345,True,1
3859,CID5311382,CID5311382,True,2
3860,CID5311497,CID5311497,True,49
3863,CID5312125,CID5312125,True,1
3865,CID5316290,CID5316290,True,1
3867,CID5318997,CID5318997,True,1
3868,CID5321010,CID5321010,True,46
3869,CID5321018,CID5321018,True,2
3871,CID53235510,CID53235510,True,12
3872,CID5323714,CID5323714,True,250
3873,CID5324,CID5324,True,1
3876,CID53245636,CID53245636,True,3
3877,CID53248764,CID53248764,True,27
3878,CID5325,CID5325,True,1
3883,CID5327,CID5327,True,1
3884,CID53276,CID53276,True,1
3885,CID5327686,CID5327686,True,1
3887,CID5327916,CID5327916,True,3
3888,CID5328,CID5328,True,3
3889,CID5328779,CID5328779,True,3
3890,CID5328940,CID5328940,True,3
3892,CID5329006,CID5329006,True,1
3893,CID5329098,CID5329098,True,2
3894,CID5329099,CID5329099,True,2
3895,CID5329102,CID5329102,True,342
3896,CID5329106,CID5329106,True,1
3897,CID5330,CID5330,True,1
3899,CID5330286,CID5330286,True,99
3900,CID5330790,CID5330790,True,5
3901,CID53315868,CID53315868,True,2
3902,CID53315882,CID53315882,True,2
3903,CID53316140,CID53316140,True,2
3906,CID53322923,CID53322923,True,1
3907,CID53325875,CID53325875,True,1
3909,CID53340426,CID53340426,True,23
3910,CID53340666,CID53340666,True,3
3911,CID53340771,CID53340771,True,24
3912,CID53344620,CID53344620,True,2
3915,CID53355503,CID53355503,True,2
3916,CID5335621,CID5335621,True,1
3917,CID53356806,CID53356806,True,1
3918,CID53358942,CID53358942,True,1
3920,CID5336,CID5336,True,1
3921,CID5337997,CID5337997,True,1
3922,CID53380437,CID53380437,True,1
3925,CID5339,CID5339,True,2
3926,CID53396311,CID53396311,True,3
3927,CID53396328,CID53396328,True,44
3928,CID53398697,CID53398697,True,1
3929,CID53401057,CID53401057,True,1
3930,CID5342,CID5342,True,238
3931,CID53469059,CID53469059,True,2
3932,CID53469448,CID53469448,True,2
3933,CID53484170,CID53484170,True,2
3934,CID53494972,CID53494972,True,87
3935,CID53495165,CID53495165,True,1
3939,CID5353431,CID5353431,True,1
3940,CID5353852,CID5353852,True,4
3941,CID5355,CID5355,True,2
3942,CID5358,CID5358,True,236
3943,CID5359,CID5359,True,1
3944,CID5360373,CID5360373,True,102
3945,CID5360515,CID5360515,True,232
3948,CID5362123,CID5362123,True,1
3950,CID5362129,CID5362129,True,2
3951,CID5362376,CID5362376,True,1
3954,CID5379,CID5379,True,1
3955,CID5381,CID5381,True,2
3956,CID5386,CID5386,True,2
3958,CID5388983,CID5388983,True,99
3962,CID5417,CID5417,True,3
3963,CID54259,CID54259,True,1
3964,CID5426,CID5426,True,318
3965,CID54260,CID54260,True,2
3966,CID5429,CID5429,True,1
3967,CID5430,CID5430,True,249
3968,CID54360,CID54360,True,1
3969,CID54454,CID54454,True,4
3973,CID54576693,CID54576693,True,1
3974,CID5458190,CID5458190,True,1
3975,CID54585,CID54585,True,1
3976,CID5459110,CID5459110,True,1
3982,CID5462501,CID5462501,True,235
3983,CID5464025,CID5464025,True,1
3985,CID54670067,CID54670067,True,1
3988,CID54675769,CID54675769,True,239
3991,CID54675783,CID54675783,True,2
3993,CID54676905,CID54676905,True,1
3995,CID54677946,CID54677946,True,1
3996,CID54677971,CID54677971,True,3
3999,CID54678490,CID54678490,True,1
4000,CID54678924,CID54678924,True,1
4002,CID54680660,CID54680660,True,1
4003,CID54680692,CID54680692,True,230
4004,CID54682876,CID54682876,True,2
4005,CID54684141,CID54684141,True,278
4006,CID54685215,CID54685215,True,3
4010,CID54698642,CID54698642,True,1
4011,CID54704426,CID54704426,True,2
4014,CID5472,CID5472,True,1
4015,CID54726191,CID54726191,True,1
4017,CID54766013,CID54766013,True,1
4019,CID5478883,CID5478883,True,4
4020,CID5478927,CID5478927,True,2
4023,CID5482,CID5482,True,1
4025,CID5483090,CID5483090,True,1
4026,CID54840,CID54840,True,1
4028,CID5484444,CID5484444,True,1
4029,CID5485201,CID5485201,True,2
4030,CID5486699,CID5486699,True,1
4032,CID5487,CID5487,True,2
4033,CID5487426,CID5487426,True,2
4034,CID5488548,CID5488548,True,1
4035,CID54889,CID54889,True,1
4038,CID54900,CID54900,True,22
4039,CID5493444,CID5493444,True,233
4040,CID5494425,CID5494425,True,1
4042,CID5495818,CID5495818,True,2
4046,CID5510,CID5510,True,1
4047,CID55182,CID55182,True,1
4051,CID5530,CID5530,True,237
4054,CID5546,CID5546,True,227
4055,CID5560,CID5560,True,1
4056,CID5564,CID5564,True,1
4060,CID5574924,CID5574924,True,1
4068,CID56031,CID56031,True,1
4070,CID5614,CID5614,True,1
4071,CID56207,CID56207,True,3
4072,CID56208,CID56208,True,2
4073,CID56329,CID56329,True,1
4075,CID564,CID564,True,1
4076,CID56463,CID56463,True,2
4077,CID5656,CID5656,True,2
4079,CID56599306,CID56599306,True,2
4080,CID56603532,CID56603532,True,3
4082,CID56645961,CID56645961,True,2
4083,CID56649281,CID56649281,True,1
4084,CID56649450,CID56649450,True,28
4086,CID56654642,CID56654642,True,1
4088,CID56704,CID56704,True,1
4089,CID56832449,CID56832449,True,1
4090,CID5684,CID5684,True,3
4092,CID56843850,CID56843850,True,1
4093,CID56844015,CID56844015,True,2
4094,CID56846691,CID56846691,True,3
4095,CID56846693,CID56846693,True,3
4096,CID5694,CID5694,True,1
4098,CID56944144,CID56944144,True,1
4099,CID56948527,CID56948527,True,1
4100,CID56949412,CID56949412,True,1
4103,CID56956240,CID56956240,True,3
4105,CID56960363,CID56960363,True,1
4106,CID56960447,CID56960447,True,1
4108,CID56963315,CID56963315,True,1
4109,CID56965901,CID56965901,True,2
4111,CID56968072,CID56968072,True,1
4112,CID56973724,CID56973724,True,3
4114,CID5702220,CID5702220,True,2
4115,CID5702541,CID5702541,True,1
4116,CID57030,CID57030,True,1
4117,CID5709,CID5709,True,2
4118,CID5712,CID5712,True,1
4120,CID5717801,CID5717801,True,1
4122,CID572,CID572,True,26
4124,CID5730,CID5730,True,2
4125,CID57327016,CID57327016,True,1
4126,CID57335384,CID57335384,True,2
4127,CID57336514,CID57336514,True,1
4128,CID57336745,CID57336745,True,98
4129,CID57336812,CID57336812,True,4
4131,CID57339395,CID57339395,True,1
4133,CID57340685,CID57340685,True,2
4134,CID57345410,CID57345410,True,1
4135,CID57345941,CID57345941,True,1
4137,CID57363,CID57363,True,2
4138,CID57379345,CID57379345,True,14
4139,CID57381425,CID57381425,True,2
4140,CID57394021,CID57394021,True,1
4141,CID57412684,CID57412684,True,1
4142,CID5742,CID5742,True,1
4143,CID5742832,CID5742832,True,1
4145,CID57441923,CID57441923,True,65
4150,CID5748293,CID5748293,True,3
4151,CID57519505,CID57519505,True,4
4153,CID57519509,CID57519509,True,1
4155,CID57519512,CID57519512,True,7
4158,CID57519522,CID57519522,True,1
4159,CID57519523,CID57519523,True,2
4162,CID57519527,CID57519527,True,2
4163,CID57519528,CID57519528,True,2
4165,CID57519531,CID57519531,True,1
4166,CID57519533,CID57519533,True,1
4167,CID57519535,CID57519535,True,1
4169,CID57519538,CID57519538,True,1
4172,CID57519542,CID57519542,True,1
4173,CID57519543,CID57519543,True,2
