id,smiles,drug_name
3419,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,ISRADIPINE
5388,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,flunarizine
4465,CC(C)CC(CC(=O)O)CN,Pregabalin
3625,CCC(C(=O)N)N1CCCC1=O,LEVETIRACETAM
2672,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,CINACALCET
3181,C1CCC(CC1)(CC(=O)O)CN,GABAPENTIN
2793,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,DOFETILIDE
3206,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,GLIMEPIRIDE
3207,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,GLIPIZIDE
3434,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.C(=CC(=O)O)C(=O)O,IBUTILIDE FUMARATE
3205,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,GLICLAZIDE
3711,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,MINOXIDIL
3630,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,LEVOSIMENDAN
4593,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,Retigabine
4546,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,RILUZOLE
3422,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C,IVACAFTOR (VX-770)
4404,CCCCN1CCC(CC1)CNC(=O)C2=C3N(CCCO3)C4=CC=CC=C42,Piboserod
4762,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,SUMATRIPTAN
3901,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,NARATRIPTAN
5429,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,rizatriptan
5340,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,ZOLMITRIPTAN
2041,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,Almotriptan
3161,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,FLUVOXAMINE
2522,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CITALOPRAM
5173,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,VENLAFAXINE
3329,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C.Cl,Granisetron hydrochloride
5413,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,ondansetron
1897,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,AMOXAPINE
5370,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,cyclobenzaprine
3676,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,MACITENTAN
5217,C1C2CNCC1C3=CC4=NC=CN=C4C=C23,Varenicline
2763,C1C2CNCC1C3=CC=CC(=O)N3C2,CYTISINE
3624,C1CSC2=NC(CN21)C3=CC=CC=C3,LEVAMISOLE
2108,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,Aprepitant
2691,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,CLADRIBINE
4922,CN1C2=C(C(=O)N(C1=O)C)NC=N2,THEOPHYLLINE
5232,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,VIDARABINE
4594,C1CCC(CC1)NC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)N5CCOCC5,Reversine
4434,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,Plerixafor
3778,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,MARAVIROC
4548,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,RIMONABANT
3577,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)Cl)C4=CC=CC=C4)C,LICOFELONE
5318,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,ZILEUTON
3784,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,Masoprocol
4006,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,NEPAFENAC
2965,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,ETODOLAC
4012,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,NIMESULIDE
4078,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,NAPROXEN
5344,CC(=O)NC1=CC=C(C=C1)O,acetaminophen
3388,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,IBUPROFEN
3688,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,MELOXICAM
4307,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,PIROXICAM
4010,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,NIFLUMIC ACID
4558,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,ROFECOXIB
4812,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,SIMVASTATIN
3661,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,LOVASTATIN
5381,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,ellagic acid
4013,CC(C)(C)COC1=C(C=C(C=C1)N2C=C(C=N2)C(=O)O)C#N,NIRAXOSTAT
4168,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O,Octreotide
3610,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,LACOSAMIDE
3689,CC12CC3CC(C1)(CC(C3)(C2)N)C,MEMANTINE
2764,C1C(C(=O)NO1)N,D-CYCLOSERINE
5433,C(CCNCCCN)CN,spermidine
2515,C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,CHLOROXINE
4369,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,Pefloxacin
4760,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,SULFAMETHIZOLE
2699,CCCCCCCCCCCCCCCC(=O)OC1C(C(C(OC1SC)C(C(C)Cl)NC(=O)C2CC(CN2C)CCC)O)O.Cl,CLINDAMYCIN PALMITATE HCL
5328,C1CC(OC1CO)N2C=CC(=NC2=O)N,ZALCITABINE
5372,C1CC(OC1CO)N2C=NC3=C2N=CNC3=O,didanosine
5335,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],ZIDOVUDINE
4943,C1CC(CCC1CN)C(=O)O,TRANEXAMIC ACID
3361,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,HYDROXYCHLOROQUINE
2513,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,CHLOROQUINE
5400,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,mefloquine
3341,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,HALOFANTRINE
3831,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2,Methylene Blue cation
2589,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,Capecitabine (Xeloda)
3079,C1=NC(=O)NC(=C1F)N,FLUCYTOSINE
4572,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1,Raltitrexed
5442,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC,trimetrexate
5430,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,roxithromycin
5017,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,TETRACYCLINE
3640,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,LINEZOLID
5435,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,sulfaphenazole
2643,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],CHLORAMPHENICOL
5403,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,minocycline
5411,CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,ofloxacin
2952,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,ENOXACIN
5387,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F,fleroxacin
5398,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,lomefloxacin
5361,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O,cephradine
5360,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O,cefdinir
2512,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,CHLORMEZANONE
3056,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,ETOMIDATE
3070,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,FELBAMATE
3047,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,Eszopiclone
3081,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,FLUMAZENIL
3416,C1=CN=CC=C1C(=O)NN,ISONIAZID
2964,CCC1=NC=CC(=C1)C(=S)N,ETHIONAMIDE
3683,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,MEBENDAZOLE
4923,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,THIABENDAZOLE
3687,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,MELATONIN
4533,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,RALTEGRAVIR
3078,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,FLUCONAZOLE
4930,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl,TIOCONAZOLE
3476,C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,Isoconazole
5380,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,econazole
2253,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,BUMETANIDE
3100,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,FUROSEMIDE
2209,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,BISOPROLOL
5375,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,dobutamine
4091,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O.Cl,Nebivolol hydrochloride
2190,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,BETAXOLOL
2374,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,CARVEDILOL
4740,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,SOTALOL
4332,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,PROCATEROL
4765,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,Salbutamol
3417,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,ISOPROTERENOL
5420,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,phentolamine
5377,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,doxazosin
5345,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,alfuzosin
5422,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,prazosin
4912,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,TERAZOSIN
4944,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,TRAZODONE
5367,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,clonidine
5421,CNCC(C1=CC(=CC=C1)O)O,phenylephrine
5416,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,oxymetazoline
5444,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C,xylometazoline
2801,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,DRONEDARONE
5419,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,phenoxybenzamine
5440,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,tizanidine
3013,CNCC(C1=CC(=C(C=C1)O)O)O,EPINEPHRINE
5408,C1=CC(=C(C=C1C(CN)O)O)O,norepinephrine
1895,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,AMINOGLUTETHIMIDE
3707,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,MICONAZOLE
3164,CC12CCC(=O)C(=C1CCC3C2CCC4(C3CCC4=O)C)O,FORMESTANE
5401,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,methyltestosterone
3148,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C,FLUOCINOLONE ACETONIDE
5098,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C,TRIAMCINOLONE ACETONIDE
2306,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC,BETAMETHASONE DIPROPIONATE
2850,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)C,DESONIDE
3158,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF,FLUTICASONE PROPIONATE
2701,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl,CLOBETASOL PROPIONATE
4074,CC12CCC3C(C1CCC2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CCC35,Nandrolone phenpropionate
4952,C[N+](C)(C)CC(=O)O,TRIMETHYL GLYCINE
3848,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,MIFEPRISTONE
4483,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,PROGESTERONE
3555,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,L-THYROXINE
4097,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,NELARABINE
3372,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O,HEXESTROL
2732,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,Cromoglycate
5347,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,amlexanox
2802,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,DYPHYLLINE
3467,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.O.[Br-],Ipratropium bromide hydrate
3696,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-],METHSCOPOLAMINE BROMIDE
5415,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,oxybutynin
5414,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,orphenadrine
3122,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,Fesoterodine
5346,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,amiodarone
3553,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,L-Hyoscyamine
5355,CC(C[N+](C)(C)C)OC(=O)N,bethanechol
1917,CN1CCC=C(C1)C(=O)OC,ARECOLINE
2140,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2,ATRACURIUM BESYLATE
3693,COC1=CC=CC=C1OCC(COC(=O)N)O,METHOCARBAMOL
3357,C1=CC=C2C(=C1)C=NN=C2NN,HYDRALAZINE
4614,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)[O-].[Na+],Risedronate sodium
4329,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,PRASUGREL
5439,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,ticlopidine
1908,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,APIXABAN
5443,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,warfarin
5254,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,VORICONAZOLE
2527,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,CLOTRIMAZOLE
5402,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,mianserin
5337,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,Ziprasidone
3713,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,MIRTAZAPINE
1919,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,ARIPIPRAZOLE
1868,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,AGOMELATINE
4573,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3,RAMELTEON
1896,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,AMISULPRIDE
2126,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,ASENAPINE
5385,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,fenoldopam
3084,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,FLUPHENAZINE
4480,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,PROCHLORPERAZINE DIMALEATE
3397,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,ILOPERIDONE
4549,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,RISPERIDONE
3342,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,HALOPERIDOL
5437,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,sulpiride
5412,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,olanzapine
4453,CCCNC1CCC2=C(C1)SC(=N2)N,PRAMIPEXOLE
5368,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,clozapine
1878,C1C2CC3CC1CC(C2)(C3)N,AMANTADINE
2795,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,DOMPERIDONE
1880,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,AMFEBUTAMONE HCL
3678,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,MAPROTILINE
5378,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,duloxetine
5366,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,clomipramine
4913,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,TETRABENAZINE
5383,CCC1(CC(=O)NC1=O)C,ethosuximide
2570,CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Caffeine citrate
2170,C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,BALSALAZIDE
2514,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,CHLOROTHIAZIDE
3358,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,HYDROCHLOROTHIAZIDE
2721,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,Conivaptan
4947,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,TRICHLORMETHIAZIDE
2112,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,ARGATROBAN
1902,COC1=CC=C(C=C1)C(=O)N2CCCC2=O,ANIRACETAM
5428,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,rivastigmine
3375,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3,Huperzine A
4886,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,TACRINE
3761,C1=CC=C(C=C1)COC2=CC=C(C=C2)O,MONOBENZONE
1855,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,ADAPALENE
1734,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,9-cis Acitretin
4192,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,OSELTAMIVIR
4547,CC(C12CC3CC(C1)CC(C3)C2)N,RIMANTADINE
5356,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,biperiden
5396,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,levodopa
5431,CC(CC1=CC=CC=C1)N(C)CC#C,selegiline
4536,CS(=O)(=O)O.C#CCNC1CCC2=CC=CC=C12,RASAGILINE MESYLATE
4388,C1=CC=C(C=C1)CCNN,Phenelzine
2796,C1=CC(=C(C=C1CCN)O)O,DOPAMINE
3894,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O,MYCOPHENOLATE MOFETIL
4067,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,NALTREXONE
3584,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,LOPERAMIDE
4297,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,PHLORETIN
4583,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,REPAGLINIDE
4086,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,NATEGLINIDE
4296,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,PHENFORMIN
5376,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C,dorzolamide
3699,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,METOLAZONE
3402,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,INDAPAMIDE
4761,C1=CC(=CC=C1N)S(=O)(=O)N,SULFANILAMIDE
2784,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,DICHLORPHENAMIDE
4491,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,Prostaglandin E2
1942,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],AURANOFIN
4335,CCCC1=CC(=O)NC(=S)N1,PROPYLTHIOURACIL
4260,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,PERHEXILINE
5423,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,propafenone
4603,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C,RIFABUTIN
2518,CC1=CC(=O)N(C(=C1)C2CCCCC2)O.C(CO)N,CICLOPIROX ETHANOLAMINE
3059,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,Everolimus
