id,smiles,drug_CID
3703,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N,CID5113032
2905,CC1=CC(=O)N(C(=C1)C2CCCCC2)O,CID2749
3167,CC1=CC(=O)N(C(=C1)C2CCCCC2)O.C(CO)N,CID38911
4381,CC1(C[C@@H]1C(=O)N/C(=C\CCCCSC[C@@H](C(=O)O)N)/C(=O)O)C,CID6435415
4073,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(=O)O.O,CID56329
2488,CC(C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N1C)CC2=CC=CC=C2)CC(=O)O)CCCN=C(N)N,CID176873
3725,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,CID5278396
3781,CC1=C(C(C(=C(N1)C)C(=O)OC/C=C/C2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC,CID5282138
2318,COC1=C(C=C(C=C1)C2(CCC(CC2)C(=O)O)C#N)OC3CCCC3,CID151170
2908,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,CID2754
2909,CC1=C(N=CN1)CSCCNC(=NC)NC#N,CID2756
2353,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,CID156419
3731,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,CID5280453
4994,C1=CC=C(C=C1)CCC2=CC=C(C=C2)COC3=CC=CC=C3CCN(CCCCC(=O)O)CC4=CC=C(C=C4)C(=O)O,CID9808022
1744,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](C3=CC=NC4=CC=CC=C34)O,CID101744
3765,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,CID5281607
4883,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,CID8593
3794,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCN(CC2)CC(=O)N3CCCC3.C(=C\C(=O)O)\C(=O)O,CID5282458
2911,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,CID2762
2912,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,CID2763
2913,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,CID2764
4376,C1CC1C(=O)C2=CC=C(C=C2)OCCCC3=CN=CN3,CID6422124
4563,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,CID6917698
4342,C[N@@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],CID62886
3979,N.N.Cl[Pt]Cl,CID5460033
2915,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CID2771
4851,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.Br,CID77995
3909,C1=CC=C(C=C1)N(C2=CC=CC=C2Cl)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,CID53340426
4970,C1=CC(=CC=C1C2=C(N3C=CSC3=N2)/C=N/OCC4=CC(=C(C=C4)Cl)Cl)Cl,CID9600409
2916,C1COCCN1CCCCNC(=O)C2=CC3=CC=CC=C3O2,CID2777
2532,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,CID20279
4874,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,CID84029
2325,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,CID153994
4720,CC1=CN(C(=O)NC1=O)[C@@H]2[C@@H]([C@H]([C@@H](O2)CO)O)F,CID73115
3416,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,CID446598
2383,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl.Cl,CID16051951
2384,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1SC)[C@@H]([C@H](C)Cl)NC(=O)[C@@H]2C[C@H](CN2C)CCC)O)O.Cl,CID16052038
2918,CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O,CID2787
3044,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl,CID32798
4644,CCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(CC(=O)[C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)C)C)C(=O)CCl,CID71386
2056,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,CID119182
2919,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,CID2794
2920,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,CID2796
2921,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,CID2797
2923,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,CID2800
3777,CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)OC,CID5281929
4527,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl,CID68539
4278,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,CID60606
2586,CC(C)NCC(C1=CC=CC=C1Cl)O.Cl,CID21784
3269,C1=C(C(=CC(=C1N)S(=O)(=O)N)S(=O)(=O)N)C(=C(Cl)Cl)Cl,CID43231
2675,CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)[O-])Cl)C(C#N)C3=CC=C(C=C3)Cl.[Na+],CID23683671
2929,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,CID2812
2671,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+],CID23675320
4111,COC1=C(C=CC(=C1)NC2CN(C2)CCF)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)C(F)(F)F,CID56968072
4221,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)F,CID59174579
3787,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,CID5282386
2813,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,CID25151504
2408,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,CID16222096
2409,C1CCN[C@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,CID16222097
3776,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,CID5281915
4318,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,CID6167
3937,COC1=C(C=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC)O,CID5351344
4960,CCN1C=NC2=C(N=CN=C21)N,CID950368
2256,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5,CID135565596
4146,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,CID5745
4477,C[C@@H]1C[C@H]2[C@@H]3C=C(C4=CC5=C(C[C@@]4([C@H]3[C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)C)C=NN5C6=CC=CC=C6)C,CID66249
3762,C/C/1=C\CC/C(=C/[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C,CID5281437
3789,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl,CID5282407
3040,C1=CC=C2C(=C1)C=CC(=O)O2,CID323
5014,C1CN(CC2=C1C=C(C=C2)NC(=O)C3=CC=CC=C3C4=CC=C(C=C4)C(F)(F)F)CC5=NC=NN5,CID9826309
3395,COC1=C(C=C2C(=C1)C(=NC=N2)N3C(=NC(=N3)C4=CC=CC=N4)N)OC,CID44551660
1739,COCCOC1=CC2=C(C=C1)N(C=N2)C3=NC4=C(C=CC=C4N5CCC(CC5)N)C=C3,CID10158940
5052,CC1=NC=C(C=C1)OC2=C(C=C(C=C2)NC3=NC=NC4=C3C=C(C=C4)/C=C/CNC(=O)COC)C,CID9874913
5028,CN(C)C(=O)[C@@H]([C@H](CC1=CC=CC=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)Cl)O,CID9843900
3423,CCCCN1C2=C(C(=O)N(C1=O)CC3=CC=CC=C3F)NC(=N2)CC4=CC=C(C=C4)NC(=O)C,CID447371
2316,CC(=O)NC1=CC=C(C=C1)C(=O)NC(C)(C)C,CID151118
4855,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C(N(C3=CC=CC=C32)[C@H](C)C4CCN(CC4)CC(F)(F)F)C)OC,CID78320408
4631,CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)N)C4=CC=C(C=C4)Cl)C,CID71291068
4822,C(=PI)(I)I,CID73442743
4913,CCC1=C(N=C2C(=CNN2C1=O)C#N)C3=CC=CC=C3C,CID90442348
2721,C1=CC=C(C=C1)CSCCC(CCCCC(=O)O)SCC2=CC=CC=C2,CID24770514
2096,C[C@@H]1CC(=O)NC2=CC=CC(=C2N1)C3=CC4=C(C=C3)N(N=C4C5=CN(N=C5)C)C,CID121271792
3800,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,CID5283820
3802,CNC1CCC(CC1)N(CC2=CC(=CC=C2)C3=CC=NC=C3)C(=O)C4=C(C5=CC=CC=C5S4)Cl,CID5284330
1986,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,CID11626560
2936,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,CID2882
2375,C[C@H]1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,CID160254
3804,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,CID5284373
1992,CC1=C(N=C(N1C2=CC=C(C=C2)OC(F)(F)F)C)C#CC3=CC(=NC=C3)Cl,CID11646823
3759,C[C@@]12C[C@H]([C@@H]([C@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)O)C)C)[C@](C)(C(=O)/C=C/C(C)(C)O)O)O,CID5281321
2715,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO,CID24756910
3817,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,CID5284616
3972,CN(CC1=CC2=C(S1)C(=NC(=N2)C3=CN=C(C=C3)OC)N4CCOCC4)C5=NC=C(C=N5)C(=O)NO,CID54575456
2291,C[C@H]1CC[C@@H]2[C@]13C[C@H]([C@](O3)(CC2=C)O)C(C)C,CID14240392
3820,C1CCC2=C(CC1)C(=O)OC3=C2C=CC(=C3)OS(=O)(=O)N,CID5287541
4580,CC(C)N1C=NC2=C(N=C(N=C21)N(CCO)CCO)NCC3=CC=C(C=C3)OC,CID6918386
2845,CC1=CN=C(C=N1)CNC(=O)C2=C3N(C4=CC=CC=C4S3)C5=C(C2=O)C=CC(=N5)N6CCCN(CC6)C,CID25257557
3394,CN1CCCN(CC1)C(=O)C2=CC=CC(=C2)C3=CC=C(O3)/C=C/4\C5=C(C=CC(=C5)Cl)NC4=O,CID44545852
3821,C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O,CID5287620
4375,CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4,CID6420138
4835,C1CCC(CC1)NS(=O)(=O)O,CID7533
2939,CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O,CID2893
4510,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl.Cl,CID67533
2783,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,CID25050
4916,CC1(N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N)C,CID9049
4323,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,CID6197
3349,C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5CC4=C3C)C)O)C)NC1,CID442972
2942,C1CNP(=O)(OC1)N(CCCl)CCCl,CID2907
3851,CS(=O)(=O)O.CS(=O)(=O)O.C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,CID5311180
3853,CCN1C2=CC=CC=C2N(C1=O)[C@@H]3CCN(C[C@H]3CO)CC4CCCCCCC4,CID5311194
4150,COC1=CC=CC2=C1[C@]34CCN([C@H](C2)[C@@]3(CCC(=O)C4)OC)CC5CC5,CID5748293
5054,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C,CID9880
3592,C1CC1NC2=NC(=NC(=N2)N)N,CID47866
4919,C(CS)N.Cl,CID9082
3855,C[C@@H](C(=O)N[C@@H](C1=CC=CC=C1)C(=O)OC(C)(C)C)NC(=O)CC2=CC(=CC(=C2)F)F,CID5311272
4334,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,CID6253
4333,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O.Cl,CID6252
4320,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,CID6175
1761,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,CID10235
3259,CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CN3C(=NC(=N3)N)C(=C2)F,CID42623951
3868,CC1(CC[C@@H]([C@]23[C@@H]1[C@@H]([C@]([C@]45[C@H]2CC[C@H]([C@H]4O)C(=C)C5=O)(OC3)O)O)O)C,CID5321010
2573,CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N,CID216210
3889,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,CID5328779
2193,CN(C)/N=N/C1=C(NC=N1)C(=O)N,CID135398738
2816,CC(C)[C@@H](C(=O)N1CCC[C@H]1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,CID25154714
2815,CC(C)[C@@H](C(=O)N1CCC[C@H]1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC.Cl.Cl,CID25154713
3890,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC,CID5328940
3770,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,CID5281708
1832,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,CID107971
4589,CCC(CC)CC1(CCCCC1)C(=O)NC2=CC=CC=C2SC(=O)C(C)C,CID6918540
2324,CN(C)NC(=O)CCC(=O)O,CID15331
2731,CC1=C(C=CC=C1F)NC(=O)NC2=C(C(=C(C=C2)Cl)S(=O)(=O)[C@H]3CCCNC3)O,CID24780598
1889,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@]2(NC(=O)[C@@H]3C[C@H](CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6,CID11285588
4558,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],CID6914273
3893,CC1=CC(=C(N1)/C=C\2/C3=CC=CC=C3NC2=O)C,CID5329098
5059,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl,CID9887712
3734,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,CID5280569
2559,CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C,CID214347
3894,CC1=C(NC(=C1CCC(=O)O)C)/C=C\2/C3=CC=CC=C3NC2=O,CID5329099
4640,CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3.Cl,CID71352
4927,C1CCC(CC1)N2C(=O)C(C(=O)N(C2=O)C3CCCCC3)C(=O)NCC(=O)O,CID91617630
3953,CC(C)C[C@H]([C@H](CSC1=CC=CS1)C(=O)NO)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)NC,CID5362422
3372,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5.Br,CID444030
4029,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O.Cl,CID5485201
2556,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,CID213039
2683,CCO.CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,CID23725083
3393,C1CN(CCN(C1)S(=O)(=O)C2=CC=CC(=C2)N)S(=O)(=O)C3=CC4=C(C=C3)OCCO4,CID44543605
3002,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,CID3062316
2977,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,CID30323
4337,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.Cl,CID62770
4041,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,CID5494449
4328,C1[C@H](C(=O)NO1)N,CID6234
4114,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2.Cl,CID5702220
2978,C[C@@H]1C[C@H]2[C@@H]3C=C(C4=CC5=C(C[C@@]4([C@H]3[C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)C)C=NN5C6=CC=CC=C6)C,CID3032474
1845,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],CID10921
4227,CC[C@](C)(C(=O)NCC(F)(F)F)NC1=NC(=NC=C1)C2=CNC3=C2C=CC=N3,CID59422203
2943,CCCCCCCCCCOC1=C(C=C2C(=C1)C(=O)C(=CN2)C(=O)OCC)OCC,CID29112
2800,CNC(=O)C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=NC=CN=C3N(C)S(=O)(=O)C)C(F)(F)F,CID25117126
2560,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,CID214348
2509,CC1=N[C@@]2([C@H](O1)C[C@@H]3[C@@]2(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)C(=O)COC(=O)C,CID189821
4372,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC.Cl,CID6420013
1828,CC1(C=CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)C,CID107935
4378,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,CID6433119
2598,CN[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,CID220401
2020,C1CCOC(C1)OC2=CC=C(C=C2)O,CID11745519
3538,COCCNCCC1=CC(=CC=C1)NC2=NC=C3C[C@H](C4=CC=CC=C4C3=N2)C5=CC=CC=C5F,CID46834118
2129,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,CID124087
3848,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@]35C)O,CID5311066
2046,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CC[C@]34C,CID11876263
2132,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,CID125017
4594,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O.C(CC(=O)O)C(=O)O,CID6918664
4068,CC1=C(C(=CC=C1)CC2=CN=CN2)C.Cl,CID56031
4144,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,CID5743
1825,CCCCCCC(C)(C)C1=CC(=C2[C@H]3CC(=CC[C@@H]3C(OC2=C1)(C)C)CO)O,CID107778
3046,CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2,CID33036
4264,CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2.Cl,CID60196361
4969,CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,CID9578005
3849,CC1=C(C(=CC=C1)[C@H](C)C2=CN=CN2)C,CID5311068
4643,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,CID71384
4574,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2.Cl,CID6918223
3946,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC,CID5360696
2866,CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,CID26248
2969,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,CID3019
2971,C1=CC=C2C(=C1)C3=CC=CC=C3S2,CID3023
2989,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,CID3038
3479,C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C=N3)Cl)Cl,CID456389
1948,CCNCC.C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,CID115087
3666,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],CID5018304
4552,CN1CC(C2=C(C1)C=C(C=C2)OC)C3=CC(=C(C=C3)Cl)Cl,CID68871
2664,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+],CID23667628
3301,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2.Cl,CID441344
2194,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2N=CNC3=O,CID135398739
4551,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O,CID68861
2998,CCN(CC)C(=O)N1CCN(CC1)C,CID3052
3437,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,CID448537
3289,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,CID441207
2889,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,CID2724385
4389,C1=CC(=CC=C1CN2C=CN=C2)/C=C/C(=O)O.Cl,CID6438130
1907,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O)C,CID11358077
